Code;Libellé;Libellé court;Format;Taux plafonné;Taux déplafonné;Taux AT;Date d'effet;Date de fin;Spécificité
'486';Apprentis loi 1987 AT 20 Mayotte;App 87 AT 20 May;A;15.4;4.4;0.0;2024-01-01;;
'486';Apprentis loi 1987 AT 20 Mayotte;App 87 AT 20 May;A;15.4;3.7;0.0;2023-01-01;2024-01-01;
'486';Apprentis loi 1987 AT 20 Mayotte;App 87 AT 20 May;A;15.4;3.0;0.0;2021-01-01;2022-01-01;
'486';Apprentis loi 1987 AT 20 Mayotte;App 87 AT 20 May;A;15.4;3.0;0.0;2020-01-01;2021-01-01;
'486';Apprentis loi 1987 AT 20 Mayotte;App 87 AT 20 May;A;15.4;3.0;0.0;2019-01-01;2020-01-01;
'487';AT Apprentis loi 1979 Mayotte;AT Apprent 79 May;A;15.4;3.0;0.0;2022-01-01;2023-01-01;
'488';Apprentis loi 1987 AT + 20 Mayotte;App 87 AT + 20 May;A;15.3;4.9;0.0;2024-01-01;;
'488';Apprentis loi 1987 AT + 20 Mayotte;App 87 AT + 20 May;A;15.3;4.2;0.0;2023-01-01;2024-01-01;
'488';Apprentis loi 1987 AT + 20 Mayotte;App 87 AT + 20 May;A;15.3;3.5;0.0;2021-01-01;2022-01-01;
'437';DEDUCTION AF TAUX REDUIT;DEDUCTION AF;F;100.0;;;2025-01-01;;
'665';REGUL REDUCTION CPRPF;REG REDUC CPRPF;E;100.0;;;2020-01-01;;
'046';DETENUS REGIE DIRECTE MALADIE;DETENU REGIE DIREC.;D;;4.5;2.2;2005-01-01;2016-01-01;
'048';DETENUS REGIE DIRECTE VIEILLESSE;DETENU VIEIL;E;15.45;2.3;;2017-01-01;2024-01-01;
'048';DETENUS REGIE DIRECTE VIEILLESSE;DETENU VIEIL;E;15.35;2.1;;2015-01-01;2016-01-01;
'048';DETENUS REGIE DIRECTE VIEILLESSE;DETENU VIEIL;E;15.25;2.0;;2014-01-01;2015-01-01;
'048';DETENUS REGIE DIRECTE VIEILLESSE;DETENU VIEIL;E;14.75;1.7;;2005-01-01;2006-01-01;
'151';STAGIAIRE FORMATION PROF MAYOTTE;STAG F P MAY;D;20.62;5.15;2.12;2024-01-01;;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;0.1;19.55;;2008-01-01;2012-01-01;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;0.1;19.65;;2007-01-07;2008-01-01;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;0.1;19.65;;2004-01-10;2006-01-01;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;0.1;14.05;;1998-01-01;1999-01-01;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;0.1;18.8;;1997-01-10;1998-01-01;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;0.1;18.8;;1940-01-01;1997-01-10;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;15.25;8.0;;2014-01-01;2014-12-31;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;14.95;7.8;;2008-01-01;2012-01-01;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;14.95;7.9;;2007-01-07;2008-01-01;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;14.75;7.9;;2004-01-10;2006-01-01;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;14.75;10.0;;1997-01-10;1998-01-01;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;14.75;10.0;;1940-01-01;1997-01-10;
'325';EXO ATELIER INSERTION MAYOTTE;EXI INSERTION MAYO;D;5.32;4.52;3.39;2024-01-01;;
'413';REDUCTION GENERALE MAYOTTE;REDUCTION GENE MAY;F;100.0;;;2024-01-01;;
'486';Apprentis loi 1987 AT 11-50 Mayotte;APP 87 MAY-50;A;15.4;4.4;0.0;2024-01-01;;
'490';Apprentis loi 1992  AT + 50 Mayotte;APP 92 MAY+50;A;0.0;;0.0;2024-01-01;;
'661';FONCT DETACHE SAUF AF MAYOTTE;FONCT DETACHE MAY;E;;8.92;;2024-01-01;;
'864';CNRACL CESS. PROGRES. ACTIV.AVEC AT;CESS.ACTIVITE;A;;14.43;0.0;2024-01-01;;
'884';CNRACL MALADIE CSA;CNRACL MALADIE CSA;E;;9.18;;2024-01-01;;
'046';DETENUS REGIE DIRECTE MALADIE;DETENU REGIE DIREC.;A;;4.5;0.0;2016-01-01;;
'048';DETENUS REGIE DIRECTE VIEILLESSE;DETENU VIEIL;E;15.45;2.2;;2016-01-01;2017-01-01;
'048';DETENUS REGIE DIRECTE VIEILLESSE;DETENU VIEIL;E;15.15;1.7;;2013-01-01;2014-01-01;
'173';RG SAUF INV VIEIL FONCT DETACHE MAYO;RG SS I V MAYOTTE;A;5.4;8.92;0.0;2024-01-01;;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;;19.3;;2014-01-01;2014-12-31;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;;19.45;;2012-01-01;2014-01-01;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;0.1;19.65;;2004-01-07;2004-01-10;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;0.1;19.35;;2003-01-01;2004-01-07;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;0.1;19.45;;1999-01-01;2000-01-07;
'183';RG SAUF VIEILLESSE SANS AT MAYOTTE;MAL AF FNAL MAY;E;5.4;8.92;;2024-01-01;;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;15.15;7.7;;2013-01-01;2014-01-01;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;14.75;7.9;;2004-01-07;2004-01-10;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;14.75;7.55;;2000-01-07;2003-01-01;
'251';CONTRIB MALADIE REV ACTIVITE MAYOTTE;CONTRIB MLD ACTI;E;;3.77;;2024-01-01;;
'412';S.CIVIQUE VOL AV AF MAL MAYOTTE;S.CIVIQ.VOL.AV MAY;E;20.62;8.92;;2024-01-01;;
'419';REGUL REDUCTION GENE MAYOTTE;REGUL.REDUC.GLE MAY;E;100.0;;;2024-01-01;;
'431';ACCRE EXO DEGRESSIVE MAYOTTE;ACCRE DEGRESS MAY;F;100.0;;;2024-01-01;;
'471';REV REMPLACEMENT CHOMAGE MAYOTTE;REV REMP CHOM MAY;E;;3.77;;2024-01-01;;
'487';Apprentis loi 1979 AT - 11 Mayotte;APP 79 MAY-11;A;15.4;4.4;0.0;2024-01-01;;
'488';Apprentis loi 1987 AT + 50 Mayotte;APP 87 MAY+50;A;15.3;4.9;0.0;2024-01-01;;
'613';FONCT NON TITUL FP AVEC AF MAYOTTE;NON TIT FP AF MAYOT;A;20.62;8.92;0.0;2024-01-01;;
'880';CNRACL AVEC AT;CNRACL AVEC AT;A;;14.43;0.0;2024-01-01;;
'882';CNRACL SANS AT;CNRACL SANS AT;E;;14.43;;2024-01-01;;
'939';ATELIER INSERTION MAYOTTE;INSERTION MAY;D;20.62;8.92;3.39;2024-01-01;;
'664';REDUCTION CPRPF;REDUC CPRPF;F;100.0;;;2020-01-01;;
'048';DETENUS REGIE DIRECTE VIEILLESSE;DETENU VIEIL;E;15.45;2.42;;2024-01-01;;
'048';DETENUS REGIE DIRECTE VIEILLESSE;DETENU VIEIL;E;14.95;1.7;;2006-01-01;2013-01-01;
'101';RG CAS GENERAL MAYOTTE;CAS GENER MAY;A;20.62;8.92;0.0;2024-01-01;;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;0.1;19.75;;2007-01-01;2007-01-07;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;0.1;19.75;;2006-01-01;2007-01-01;
'175';RG SAUF INVAL VIEILLESSE SANS AT AL;RG SAUF INV V;E;0.1;19.3;;2000-01-07;2003-01-01;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;14.95;7.7;;2012-01-01;2013-01-01;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;14.95;8.0;;2006-01-01;2007-01-07;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;14.75;7.6;;2003-01-01;2004-01-07;
'241';DETENUS EXERCANT UNE ACTIVITE AL;DETENUS;E;14.75;7.7;;1998-01-01;2000-01-07;
'410';CONTRAT ACCOMP CAS PART MAYOTTE;ACCOMP C.PART MAY;E;;100.0;;2024-01-01;;
'421';CONTRAT ACCOMP. EMPLOI MAYOTTE;ACCOMP EMPLOI MAY;A;5.32;4.52;0.0;2024-01-01;;
'433';ACCRE REGULARISATION MAYOTTE;ACCRE REGUL MAY;E;100.0;;;2024-01-01;;
'476';FONCT. TITUL OUVRIERS ETAT MAYOTTE;FONC ETAT MAY;E;5.4;8.92;;2024-01-01;;
'489';Apprentis loi 1992  AT - 50 Mayotte;APP 92 MAY-50;A;0.0;;0.0;2024-01-01;;
'619';MAYOTTE CONTRIB REV REMPLACEMENT;MAYOTTE REV REM;E;;3.77;;2024-01-01;;
'620';MAYOTTE APPRENTIS PUBLIC SUP SEUIL;MAY APPRENT SEUIL;A;5.32;4.52;0.0;2024-01-01;;
'866';CNRACL CESS. PROGRES. ACTIV.SANS AT;CESS.ACTIVITE;E;;14.43;;2024-01-01;;
'892';FONCT.SUR BUDGETS ANNEXES SANS AT;BUDG.ANNEXES;E;;14.43;;2024-01-01;;
'893';FONCT REMUNERE BUDG ANNEXE SANS AT AL;BUDG.ANNEXES;E;;15.73;;2024-01-01;;
'894';FONCT.SUR BUDGETS ANNEXES AVEC AT;BUDG.ANNEXES;A;;14.43;0.0;2024-01-01;;
'896';RG MANDATAIRES SOCIAUX MAYOTTE;MANDATAIRES MAY;A;20.62;8.92;0.0;2024-01-01;;
'217';MALADIE SUR AVANTAGES DE RETRAITE RG AL;RETRAITES;E;;2.8;;2006-01-01;2007-01-07;
'217';MALADIE SUR AVANTAGES DE RETRAITE RG AL;RETRAITES;E;;2.5;;2000-01-01;2003-01-01;
'217';MALADIE SUR AVANTAGES DE RETRAITE RG AL;RETRAITES;E;;2.5;;1999-01-07;2000-01-01;
'217';MALADIE SUR AVANTAGES DE RETRAITE RG AL;RETRAITES;E;;2.0;;1998-01-01;1999-01-01;
'217';MALADIE SUR AVANTAGES DE RETRAITE RG AL;RETRAITES;E;;4.8;;1940-01-01;1997-01-10;
'362';ELEVE ENS.TECHNIQUE ART 412.8.2E(A);ELEVE ENS TECH AT;D;;;100.0;2024-01-01;;
'482';CNFPT OPH;CNFPT OPH;E;;0.95;;2021-01-01;;
'561';REDUCTION GENERALE SNCF;REDUC GNRAL SNCF;F;100.0;;;2020-01-01;;
'581';CPRPF APPRENTI SUP 79 PREV;CPR APP SUP 79 PREV;E;;9.6;;2019-01-01;;
'582';CPRPF APPRENTI SUP 79 RET;CPR APP SUP 79 RET;E;;37.53;;2023-01-01;2024-01-01;
'624';CPRPF NON CADRES SUP NON RESIDENTS;CPR PREV NI CS NI R;E;;14.5;;2019-01-01;;
'631';CPRPF CPA NON CADRES SUP;CPRPF CPA NON CS;E;;48.0;;2024-01-01;;
'642';CPRPF RETRAITE NON CADRES SUP;CPRPF RETR NON CS;E;;48.0;;2024-01-01;;
'718';CONTRIBUTION PRERETRAITES PP REDUIT;PRERETRAIT PP REDUIT;E;;14.5;;2005-01-01;2006-01-01;
'718';CONTRIBUTION PRERETRAITES PP REDUIT;PRERETRAIT PP REDUIT;E;;12.0;;2003-05-28;2005-01-01;
'759';CONTRAT INSERTION RMA EXO PP AL;CIRMA EXO PP;E;6.65;2.85;;2004-01-07;2004-01-10;
'630';CPRPF CPA CADRES SUP;CPRPF CPA CS;E;;47.67;;2023-01-01;2024-01-01;
'631';CPRPF CPA NON CADRES SUP;CPRPF CPA NON CS;E;;48.0;;2024-01-01;2025-01-01;
'632';CPRPF TEMPS PARTIEL CADRES SUP;CPRPF TPS PART CS;E;;48.27;;2025-01-01;;
'633';CPRPF TEMPS PARTIEL NON CADRES SUP;CPR TPS PART NON CS;E;;48.0;;2024-01-01;2025-01-01;
'642';CPRPF RETRAITE NON CADRES SUP;CPRPF RETR NON CS;E;;48.27;;2025-01-01;;
'004';DEDUCTION PATRONALE HEURES SUP 20 SALARIES AU +;DED PP H SUP 20 SAL+;R;100.0;;;2007-01-01;;
'005';DEDUCTION PP HEURES SUP 20 -250 SAL;H SUP PP 20 -250;R;100.0;;;2022-01-10;;
'217';MALADIE SUR AVANTAGES DE RETRAITE RG AL;RETRAITES;E;;2.7;;2007-01-07;2008-01-01;
'217';MALADIE SUR AVANTAGES DE RETRAITE RG AL;RETRAITES;E;;2.25;;1999-01-01;1999-01-07;
'622';CPRPF NON CADRES SUPERIEURS;CPRPF PREV NON CS;E;;9.75;;2019-01-01;;
'718';CONTRIBUTION PRERETRAITES PP REDUIT;PRERETRAIT PP REDUIT;E;;17.0;;2006-01-01;2007-01-01;
'756';CIRMA EXO PP CAS PARTICULIERS;CIRMA EXO PP CAS PAR;E;;100.0;;2006-01-01;2006-09-30;
'756';CIRMA EXO PP CAS PARTICULIERS;CIRMA EXO PP CAS PAR;E;;100.0;;2004-01-10;2006-01-01;
'756';CIRMA EXO PP CAS PARTICULIERS;CIRMA EXO PP CAS PAR;E;;100.0;;2004-01-01;2004-01-07;
'758';CONTRAT INSERTION RMA EXO PP;CIRMA EXO PP;E;6.65;1.15;;2004-01-10;2006-01-01;
'758';CONTRAT INSERTION RMA EXO PP;CIRMA EXO PP;E;6.65;1.15;;2004-01-07;2004-01-10;
'758';CONTRAT INSERTION RMA EXO PP;CIRMA EXO PP;E;6.65;0.85;;2004-01-01;2004-01-07;
'759';CONTRAT INSERTION RMA EXO PP AL;CIRMA EXO PP;E;6.65;2.55;;2004-01-01;2004-01-07;
'001';CONTRIB SOLIDARITE AUTONOMIE SEULE;CSA SEULE;E;;0.3;;2004-01-10;;
'003';REDUCTION SALARIALE HEURES SUP;REDUCTION H SUPP PO;R;100.0;;;2019-01-01;;
'005';DEDUCTION PP HEURES SUP 20 -250 SAL;H SUP PP 20 -250;R;100.0;;;2022-01-10;2024-12-31;
'006';ARBITRES ET JUGES SPORTIFS;ARBITRES;D;15.45;19.05;2.1;2018-01-01;2019-01-01;
'007';ARBITRE ET JUGES SPORTIFS AL;ARBITRES;D;15.05;22.65;3.6;2007-01-07;2008-01-01;
'008';CONTRAT PROFESSIONNALISATION EXO AT;CONTRAT PROF EXO AT;E;15.25;21.1;;2014-01-01;2015-01-01;
'008';CONTRAT PROFESSIONNALISATION EXO AT;CONTRAT PROF EXO AT;E;15.15;20.95;;2013-01-01;2014-01-01;
'009';CONTRAT PROFESSION EXO AT MAYOTTE AL;PROF EXO AT MAY;E;0.0;0.0;;2015-01-01;2018-01-01;
'009';CONTRAT PROFESSION EXO AT MAYOTTE AL;PROF EXO AT MAY;E;15.15;22.45;;2013-01-01;2014-01-01;
'009';CONTRAT PROFESSION EXO AT MAYOTTE AL;PROF EXO AT MAY;E;14.95;22.45;;2012-01-01;2013-01-01;
'010';CONTR RETRAITE SUPPL RENTES 32%;RET SUP RENTES 32%;E;;32.0;;2013-01-01;2017-01-01;
'012';FORFAIT SOCIAL TAUX 20 %;FORF.SOC.TAUX 20 %;E;;20.0;;2016-01-01;;
'012';FORFAIT SOCIAL TAUX 20 %;FORF.SOC.TAUX 20 %;E;;20.0;;2013-01-01;2014-01-01;
'013';COMPLEMENT VIEILLESSE 2012;COMPL.VIEILL.2012;E;0.2;;;2012-01-11;2012-12-31;
'014';COMPLEMENT VIEILLESSE 2012 ABT 20%;COMPL.VIEIL12.ABT20%;E;0.16;;;2012-01-11;2012-12-31;
'021';CONTRIBUTION ASSURANCE CHOMAGE CCI U2;CONTR.CHOMAGE CCI;E;;0.2;;2020-01-01;;
'022';RR PRERETRAITE CASA;RR PRERET.CASA;E;;0.3;;2018-01-02;2019-01-01;
'022';RR PRERETRAITE CASA;RR PRERET.CASA;E;;0.3;;2013-01-04;2018-01-02;
'023';ELUS LOCAUX INDEMNITE SUP 50% PASS;ELUS LOC. > 50% PSS;A;15.25;21.1;0.0;2014-01-01;2015-01-01;
'024';ARBITRES AMATEURS PART EXONEREE;ARBITRES EXO;E;0.0;0.0;;2024-01-01;;
'024';ARBITRES AMATEURS PART EXONEREE;ARBITRES EXO;E;0.0;0.0;;2021-01-01;2022-01-01;
'024';ARBITRES AMATEURS PART EXONEREE;ARBITRES EXO;E;0.0;0.0;;2018-01-01;2019-01-01;
'025';RR RETRAITE BASE TAUX PLEIN;RR RET.B TX PN;E;;8.8;;2021-01-01;2024-01-01;
'025';RR RETRAITE BASE TAUX PLEIN;RR RET.B TX PN;E;;8.8;;2019-01-01;2021-01-01;
'025';RR RETRAITE BASE TAUX PLEIN;RR RET.B TX PN;E;;7.1;;2016-01-01;2018-01-01;
'025';RR RETRAITE BASE TAUX PLEIN;RR RET.B TX PN;E;;7.1;;2010-01-01;2011-01-01;
'026';CONTRAT PROF. NOTARIAT;CT PROF. NOTARIAT;A;0.1;;0.0;2014-01-01;2015-01-01;
'030';COTISATION AF SNCF;AF SNCF;E;;5.25;;2015-01-01;2019-01-01;
'034';RR RETRAITE BASE TAUX REDUIT;RR RET.B TX RT;E;;4.3;;2010-01-01;2019-01-01;
'036';RR RETRAITE COMPLEMENTAIRE TX PLE;RR RET.C TX PN;E;;7.1;;2016-01-01;2018-01-01;
'036';RR RETRAITE COMPLEMENTAIRE TX PLE;RR RET.C TX PN;E;;7.1;;2014-01-01;2015-01-01;
'036';RR RETRAITE COMPLEMENTAIRE TX PLE;RR RET.C TX PN;E;;7.1;;2012-01-01;2013-01-01;
'036';RR RETRAITE COMPLEMENTAIRE TX PLE;RR RET.C TX PN;E;;7.1;;2011-01-01;2012-01-01;
'036';RR RETRAITE COMPLEMENTAIRE TX PLE;RR RET.C TX PN;E;;7.1;;2010-01-01;2011-01-01;
'037';RR RETRAITE COMPLEMENTAIRE TX RED;RR RET.C TX RT;E;;4.3;;2024-01-01;;
'037';RR RETRAITE COMPLEMENTAIRE TX RED;RR RET.C TX RT;E;;4.3;;2021-01-01;2024-01-01;
'038';RR RETRAITE COMPLT ALSACE MOSELLE AL AL;RR RET.C AL MOS;E;;1.3;;2022-01-04;;
'040';RR RETRAITE COMPLT COTIS.MALADIE;RR RET.C MALADIE;E;;1.0;;2010-01-01;;
'041';RR PRERETRAITE AV 11/10/2007 TX PLN;RR PRERET.2007 TP;E;;8.8;;2021-01-01;2024-01-01;
'042';RR PRERETRAITE AV 11/10/2007 TX RDT;RR PRERET.2007 TR;E;;4.3;;2024-01-01;;
'043';RR PRERETRAITE TAUX PLEIN;RR PRERET. TX PL;E;;9.7;;2021-01-01;2024-01-01;
'043';RR PRERETRAITE TAUX PLEIN;RR PRERET. TX PL;E;;9.7;;2019-01-01;2021-01-01;
'043';RR PRERETRAITE TAUX PLEIN;RR PRERET. TX PL;E;;8.0;;2015-01-01;2016-01-01;
'043';RR PRERETRAITE TAUX PLEIN;RR PRERET. TX PL;E;;8.0;;2011-01-01;2012-01-01;
'044';STAGIAIRES NOTARIAT VIEILLESSE RG;STAG NOTAR VIEIL RG;A;6.75;1.15;0.0;2009-01-01;2012-01-01;
'044';STAGIAIRES NOTARIAT VIEILLESSE RG;STAG NOTAR VIEIL RG;A;6.75;1.15;0.0;2007-01-01;2009-01-01;
'044';STAGIAIRES NOTARIAT VIEILLESSE RG;STAG NOTAR VIEIL RG;A;6.65;1.15;0.0;2005-08-31;2006-01-01;
'045';CONTRAT PACTE AL;CONTRAT PACTE;A;6.65;2.65;0.0;2012-01-01;2012-12-31;
'045';CONTRAT PACTE AL;CONTRAT PACTE;A;6.75;2.75;0.0;2008-01-01;2009-01-01;
'045';CONTRAT PACTE AL;CONTRAT PACTE;A;6.75;2.95;0.0;2006-01-01;2007-01-01;
'047';DETENUS REGIE DIRECTE MALADIE AL;DETENU MALADI;D;;6.2;2.2;2007-01-07;2008-01-01;
'047';DETENUS REGIE DIRECTE MALADIE AL;DETENU MALADI;D;;6.2;2.2;2005-01-01;2006-01-01;
'048';EMPLOI PENITENTIAIRE VIEILLESSE;CEP VIEILLESSE;E;15.25;2.0;;2014-01-01;2015-01-01;
'048';EMPLOI PENITENTIAIRE VIEILLESSE;CEP VIEILLESSE;E;14.95;1.7;;2006-01-01;2013-01-01;
'048';EMPLOI PENITENTIAIRE VIEILLESSE;CEP VIEILLESSE;E;14.75;1.7;;2005-01-01;2006-01-01;
'049';AGENT TITULAIRE BANQUE DE FRANCE;AGENT BDF;E;;16.35;;2014-01-01;2019-01-01;
'051';AIDE AU PAIEMENT 20% COVID19;AIDE 20% COVID19;E;0.0;0.0;;2021-12-31;2022-02-28;
'052';RR PRERETRAITE ALSACE MOSELLE AL AL;RR PRERET.AL MOS;E;;1.3;;2022-01-04;;
'054';RR PRERETRAITE COT.MALADIE REG.SPEC;RR PRERET.MAL RS;E;;0.95;;2010-01-01;;
'056';MAITRE DOCUMENT.PRIV AV/AF;MAITRE PRIVE AV AF;E;15.25;7.25;;2014-01-01;2015-01-01;
'056';MAITRE DOCUMENT.PRIV AV/AF;MAITRE PRIVE AV AF;E;15.05;7.1;;2006-01-01;2007-01-01;
'056';MAITRE DOCUMENT.PRIV AV/AF;MAITRE PRIVE AV AF;E;14.85;7.1;;2005-01-09;2006-01-01;
'057';MAITRES AV/AF/FNAL ALSACE MOSELLE AL;MAITRE PRIVE AV AF;E;15.05;8.7;;2008-01-01;2012-01-01;
'057';MAITRES AV/AF/FNAL ALSACE MOSELLE AL;MAITRE PRIVE AV AF;E;15.05;8.9;;2007-01-01;2007-01-07;
'057';MAITRES AV/AF/FNAL ALSACE MOSELLE AL;MAITRE PRIVE AV AF;E;15.05;8.9;;2006-01-01;2007-01-01;
'059';MAITRE PRIVE ALS.MOSELLE PRERETRAITE AL;MAITRE PRIVE PRERETR;E;;2.75;;2006-01-01;2007-01-07;
'060';RR CHOMAGE CSG-CRDS TAUX PLEIN;RR CHOM.TX PN;E;;6.7;;2015-01-01;2016-01-01;
'060';RR CHOMAGE CSG-CRDS TAUX PLEIN;RR CHOM.TX PN;E;;6.7;;2013-01-01;2014-01-01;
'060';RR CHOMAGE CSG-CRDS TAUX PLEIN;RR CHOM.TX PN;E;;6.7;;2010-01-01;2011-01-01;
'061';EXO PP LOI DOM SMIC 130% OM;EXP PP DOM 130%;E;6.75;1.15;;2007-01-01;2008-01-01;
'062';EXO PP LOI DOM 100% BTP SMIC 130% OM;EX PP DOM100 BTP 130;A;6.75;1.15;0.0;2008-01-01;2009-01-01;
'062';EXO PP LOI DOM 100% BTP SMIC 130% OM;EX PP DOM100 BTP 130;E;6.65;0.85;;2003-07-24;2004-01-07;
'063';EXO PP LOI DOM 50% BTP SMIC 130% OM;EX PP DOM50 BTP 130;A;10.9;11.05;0.0;2007-01-01;2008-01-01;
'063';EXO PP LOI DOM 50% BTP SMIC 130% OM;EX PP DOM50 BTP 130;A;10.75;11.05;0.0;2004-01-10;2006-01-01;
'063';EXO PP LOI DOM 50% BTP SMIC 130% OM;EX PP DOM50 BTP 130;A;10.75;11.05;0.0;2004-01-07;2004-01-10;
'065';EXO PP LOI DOM SMIC 140% OM;EX PP DOM SMIC 140%;A;6.75;1.15;0.0;2008-01-01;2009-01-01;
'065';EXO PP LOI DOM SMIC 140% OM;EX PP DOM SMIC 140%;E;6.75;1.15;;2007-01-01;2008-01-01;
'065';EXO PP LOI DOM SMIC 140% OM;EX PP DOM SMIC 140%;E;6.65;1.15;;2004-01-10;2006-01-01;
'065';EXO PP LOI DOM SMIC 140% OM;EX PP DOM SMIC 140%;E;6.65;1.15;;2004-01-07;2004-01-10;
'066';EXO PP LOI DOM SMIC 150% OM;EX PP DOM SMIC 150%;A;6.75;1.15;0.0;2008-01-01;2009-01-01;
'066';EXO PP LOI DOM SMIC 150% OM;EX PP DOM SMIC 150%;E;6.75;1.15;;2007-01-01;2008-01-01;
'066';EXO PP LOI DOM SMIC 150% OM;EX PP DOM SMIC 150%;E;6.75;1.15;;2006-01-01;2007-01-01;
'067';EXO PART PATRONALE LOI DOM CAS PART. OM;EXO PAT DOM PART;E;;100.0;;2004-01-10;2006-01-01;
'067';EXO PART PATRONALE LOI DOM CAS PART. OM;EXO PAT DOM PART;E;;100.0;;2003-07-24;2004-01-07;
'069';SPORTIFS DROIT A L IMAGE AL;SPORTIF DROIT IMAGE;E;0.0;0.0;;2006-01-01;2007-01-07;
'069';SPORTIFS DROIT A L IMAGE AL;SPORTIF DROIT IMAGE;E;0.0;0.0;;2004-12-16;2006-01-01;
'070';RR CHOMAGE CSG-CRDS TAUX REDUIT;RR CHOM.TX RT;E;;4.3;;2024-01-01;;
'070';RR CHOMAGE CSG-CRDS TAUX REDUIT;RR CHOM.TX RT;E;;4.3;;2021-01-01;2024-01-01;
'073';RACHAT RTT PP REG SPEC VIEILLESSE RG;RACH.RTT PP RSG;F;100.0;;;2023-01-09;;
'074';ABATTEMENT AF 50%;ABATT AF 50%;F;0.0;0.0;;1940-01-01;1999-01-01;
'076';RACHAT RTT REDUC.SALARIALE REG SPEC.;RACH.RTT RED PO RSP;F;100.0;;;2022-01-08;;
'078';REDUC.SALARIALE HS REGIMES SPECIAUX;H SUP PO REG SPEC;F;100.0;;;2022-01-01;;
'079';RR CHOMAGE ALSACE MOSELLE AL AL;RR CHOM.AL MOS;E;;1.3;;2022-01-04;;
'080';RR IJSS DE BASE TAUX PLEIN;RR IJSS B TX PN;E;;6.7;;2019-01-01;2021-01-01;
'080';RR IJSS DE BASE TAUX PLEIN;RR IJSS B TX PN;E;;6.7;;2014-01-01;2015-01-01;
'081';RR IJSS COMPLEMENTAIRE TX PLEIN;RR IJSS C TX PN;E;;8.8;;2019-01-01;2021-01-01;
'081';RR IJSS COMPLEMENTAIRE TX PLEIN;RR IJSS C TX PN;E;;7.1;;2011-01-01;2013-01-01;
'085';REDUCTION GENERALE NOTARIAT;RED GAL NOTARIAT;F;100.0;;;2023-01-01;;
'086';DEDUCTION PP HEURES SUP NOTARIAT;DED PP H SUP NOTAIR;F;100.0;;;2023-01-01;;
'088';ZONES FRANCHES URBAINES;Z FRANCHE;A;6.65;1.15;0.0;2009-01-01;2010-03-31;
'088';ZONES FRANCHES URBAINES;Z FRANCHE;E;6.55;1.15;;2004-01-10;2006-01-01;
'088';ZONES FRANCHES URBAINES;Z FRANCHE;E;6.55;5.6;;1997-01-10;1998-01-01;
'089';ZONES FRANCHES URBAINES AL;ZFU;A;6.65;2.75;0.0;2008-01-01;2009-01-01;
'089';ZONES FRANCHES URBAINES AL;ZFU;E;6.65;2.85;;2007-01-07;2008-01-01;
'089';ZONES FRANCHES URBAINES AL;ZFU;E;6.65;2.95;;2006-01-01;2007-01-07;
'089';ZONES FRANCHES URBAINES AL;ZFU;E;6.55;2.65;;2000-01-01;2000-01-07;
'090';ZONES FRANCHES URBAINES CAS PART.;Z FRANCHE;E;;100.0;;2009-01-01;2010-03-31;
'090';ZONES FRANCHES URBAINES CAS PART.;Z FRANCHE;E;;100.0;;2008-01-01;2009-01-01;
'090';ZONES FRANCHES URBAINES CAS PART.;Z FRANCHE;E;;100.0;;2006-01-01;2008-01-01;
'090';ZONES FRANCHES URBAINES CAS PART.;Z FRANCHE;E;;100.0;;2004-01-10;2006-01-01;
'091';EXONERATION AF ARMEMENT MARITIME;EXO AF MARINS;F;100.0;;;2011-01-10;;
