Nomenclature,Code,Libellé,Commentaire
DSN_Enum_Complement_Base_Assujettie_2_2,24,Tranche 2 Unifiée Prévoyance,
DSN_Enum_Complement_Base_Assujettie_2_2,25,Potentiel nouveau type de composant de base assujettie A,
DSN_Enum_Complement_Base_Assujettie_2_2,26,Potentiel nouveau type de composant de base assujettie B,
DSN_Enum_Complement_Base_Assujettie_2_2,27,Potentiel nouveau type de composant de base assujettie C,
DSN_Enum_Complement_Base_Assujettie_2_2,28,Potentiel nouveau type de composant de base assujettie D,
DSN_Enum_Complement_Base_Assujettie_2_2,29,Potentiel nouveau type de composant de base assujettie E,
DSN_Enum_Complement_Base_Assujettie_2_2,90,Retenue sur salaire,
DSN_Enum_Complement_Base_Assujettie_2_2,91,Base de taxe sur les salaires au taux normal,
DSN_Ancien_Motifs_Recours,1,Remplacement d'un salarié,
DSN_Ancien_Motifs_Recours,2,Accroissement temporaire de l'activité de l'entreprise,
DSN_Ancien_Motifs_Recours,3,Emplois à caractère saisonnier,
DSN_Ancien_Motifs_Recours,4,Contrat vendanges,
DSN_Ancien_Motifs_Recours,5,Contrat d’usage,
DSN_Ancien_Motifs_Recours,6,Contrat à durée déterminée à objet défini,
DSN_Ancien_Motifs_Recours,7,"Remplacement d'un chef d'entreprise (« artisanale, industrielle ou commerciale, d'une personne exerçant une profession libérale, de son conjoint participant effectivement à l'activité de l'entreprise à titre professionnel et habituel ou d'un associé non salarié d'une société civile professionnelle, d'une société civile de moyens ou d'une société d'exercice libéral »)",
DSN_Ancien_Motifs_Recours,8,"Remplacement du chef d'une exploitation agricole (« ou d'une entreprise mentionnée aux 1° à 4° de l'article L. 722-1 du code rural et de la pêche maritime, d'un aide familial, d'un associé d'exploitation, ou de leur conjoint mentionné à l'article L. 722-10 du même code dès lors qu'il participe effectivement à l'activité de l'exploitation agricole ou de l'entreprise »)",
DSN_Ancien_Motifs_Recours,9,Recrutement de personnes sans emploi rencontrant des difficultés sociales et professionnelles particulières,
DSN_Ancien_Motifs_Recours,10,Complément de formation professionnelle au salarié,
DSN_Ancien_Motifs_Recours,11,"Formation professionnelle au salarié par la voie de l'apprentissage, en vue de l'obtention d'une qualification professionnelle sanctionnée par un diplôme ou un titre à finalité professionnelle enregistré au répertoire national des certifications professionnelles",
DSN_Ancien_Motifs_Recours,12,Remplacement d’un salarié passé provisoirement à temps partiel,
DSN_Ancien_Motifs_Recours,13,Attente de la suppression définitive du poste du salarié ayant quitté définitivement l’entreprise,
DSN_Ancien_Motifs_Recours,14,Contrat de voyage,
DSN_Ancien_Motifs_Recours,15,Recrutement d'un intérimaire en sa qualité de BOETH ,
DSN_Ancien_Motifs_Recours,99,Non concerné,
DSN_Motif_Exclusion,1,"Fonctionnaires de l’une des trois fonctions publiques (Etat, Territoriale, Hospitalière) sauf admission spécifique",
DSN_Motif_Exclusion,2,Personnels navigants de la marine marchande,
DSN_Motif_Exclusion,3,Marins-pêcheurs,
DSN_Motif_Exclusion,5,"Contrat de travail faisant l'objet d’une attestation employeur mensuelle (AEM) pour un ouvrier ou technicien de l'édition d'enregistrement sonore, de la production cinématographique et audiovisuelle, de la radio, de la diffusion et du spectacle",
DSN_Motif_Exclusion,6,Contrat de travail faisant l'objet d'une attestation employeur mensuelle (AEM) pour un artiste du spectacle,
DSN_Motif_Exclusion,13,Dockers carte G,
Motif_suspension,112,Invalidité catégorie 1,
Motif_suspension,114,Invalidité catégorie 2,
Motif_suspension,116,Invalidité catégorie 3,
Motif_suspension,200,COP (Congés payés),
Motif_suspension,301,Congé de Formation Professionnelle,
Motif_suspension,501,Congé divers non rémunéré,
Motif_suspension,507,Chômage intempéries,
Motif_suspension,601,"Mobilité (volontaire sécurisée, internationale des alternants, …)",
Motif_suspension,602,Chômage sans rupture de contrat,
Motif_suspension,603,Détention provisoire,
Motif_suspension,605,Congé statutaire,
Motif_suspension,606,Détachement d'un salarié IEG en France,
Motif_suspension,607,Congé de présence parentale,
Motif_suspension,608,CASA-CATS (Cessation d'Activité des Travailleurs Salariés),
Motif_suspension,609,CIF (Congé Individuel de Formation),
Motif_suspension,610,Projet de Transition Professionnelle (PTP) ou Congé de Reconversion Professionnelle (CRP),
Motif_suspension,611,Congé de bilan de compétences,
Motif_suspension,612,Congé de candidat parlementaire ou élu à un mandat local,
Motif_suspension,615,Congé de formation de cadres et d'animateurs pour la jeunesse,
Motif_suspension,617,Congé de formation pour les salariés de moins de 25 ans,
Motif_suspension,618,"Congé de formation économique, sociale et syndicale",
Motif_suspension,620,Congé de mobilité,
Motif_suspension,621,Congé de participation aux instances d'emploi ou de formation professionnelle,
Motif_suspension,625,Congé de reclassement,
Motif_suspension,626,Congé de représentation,
Motif_suspension,627,Congé de solidarité familiale,
Motif_suspension,628,Congé de solidarité internationale,
Motif_suspension,630,Congé d'enseignement ou de recherche,
Motif_suspension,631,Congé mutualiste de formation,
Motif_suspension,632,Congé parental d'éducation,
Motif_suspension,633,Congé pour acquisition de la nationalité,
Motif_suspension,634,Congé pour catastrophe naturelle,
Motif_suspension,635,Congé pour création ou reprise d'entreprise,
Motif_suspension,636,Congé pour enfant malade,
Motif_suspension,637,Congé pour évènement familial,
Motif_suspension,638,Congé pour validation des acquis de l'expérience,
Motif_suspension,639,Congé sabbatique,
Motif_suspension,642,Convention FNE d'aide au passage à temps partiel,
Motif_suspension,643,Congé de conversion avec prise en charge par l'Etat,
Motif_suspension,644,Congé de conversion sans prise en charge par l'Etat,
Motif_suspension,645,Préretraite progressive,
Motif_suspension,646,Préretraite d'entreprise sans rupture de contrat de travail,
Motif_suspension,647,Réduction temps d'emploi,
Motif_suspension,648,Conventions d'Allocations Spéciales du FNE (ASFNE),
Motif_suspension,650,Congé de proche aidant,
Motif_suspension,651,Congé pour mandat parlementaire,
Motif_suspension,652,Inaptitude temporaire liée à la grossesse,
Motif_suspension,653,Maintien de salaire – personnel navigant de l’aéronautique civile,
Motif_suspension,654,Inactivité temps alterné – personnel navigant de l’aéronautique civile,
Motif_suspension,655,[FP] Détachement conduisant à pension (ECP),
Motif_suspension,656,[FP] Congé pour cessation anticipée d’activité du fait d’une maladie professionnelle provoquée par l’amiante,
Motif_suspension,657,[FP] Absence concertée de travail,
Motif_suspension,658,[FP] Congé spécial,
Motif_suspension,659,[FP] Période d'instruction militaire ou réserve opérationnelle,
Motif_suspension,660,[FP] Congé avec traitement période d'instruction militaire obligatoire,
Motif_suspension,661,[FP] Congé organisations de jeunesse,
Motif_suspension,662,"[FP] Congé pour siéger auprès d’une association, d’une mutuelle, d’une instance de l’Etat ou d’une collectivité territoriale",
Motif_suspension,663,[FP] Congé non rémunéré de 18 jours pour mandats municipaux ou départementaux ou régionaux,
Motif_suspension,664,[FP] Congé avec traitement pour période d'activité dans la réserve de sécurité civile,
Motif_suspension,665,[FP] Congé pour période d'activité dans la réserve sanitaire,
Motif_suspension,666,[FP] Congé pour recherches ou conversions thématiques,
Motif_suspension,667,[FP] Congé pour raisons opérationnelles et activités privées des sapeurs-pompiers professionnels,
Motif_suspension,668,[FP] Congé pour raisons opérationnelles cotisé des sapeurs-pompiers professionnels,
Motif_suspension,669,[FP] Congé pour difficultés opérationnelles des sapeurs-pompiers professionnels,
Motif_suspension,670,[FP] Congé pour période d'activité dans la réserve civile de la police,
Motif_suspension,671,[FP] Exclusion temporaire de fonctions,
Motif_suspension,672,[FP] Suspension,
Motif_suspension,673,[FP] Absences irrégulières (service non fait),
Motif_suspension,674,[FP] Détachement ne conduisant pas à pension (ENCP),
Motif_suspension,675,[FP] Disponibilité,
Motif_suspension,676,[FP] Disponibilité pour maladie,
Motif_suspension,677,Disponibilité pour élever un enfant âgé de moins de 12 ans (de moins de 8 ans pour la RATP),
Motif_suspension,678,[FP] Position hors cadres,
Motif_suspension,680,Congé sans solde cotisé,
Motif_suspension,681,Détachement hors IEG,
Motif_suspension,683,Potentiel nouveau motif de suspension A,
Motif_suspension,684,Potentiel nouveau motif de suspension B,
Motif_suspension,685,Potentiel nouveau motif de suspension C,
Motif_suspension,686,Contrat suspendu pour expatriation,
Motif_suspension,687,Potentiel nouveau motif de suspension D,
Motif_suspension,688,Potentiel nouveau motif de suspension E,
Motif_suspension,998,Annulation,
DSN_Renumeration_Type,1,Rémunération brute non plafonnée,
DSN_Renumeration_Type,2,Salaire brut servant aux calculs des droits de l'Assurance chômage ,
DSN_Renumeration_Type,3,Salaire rétabli – reconstitué,
DSN_Renumeration_Type,10,Salaire de base,
DSN_Renumeration_Type,12,Heures d’équivalence,
DSN_Renumeration_Type,13,"Heures d’habillage, déshabillage, pause",
DSN_Renumeration_Type,16,[FP] Heures affectées à un travail d’aide à domicile,
DSN_Renumeration_Type,17,Heures supplémentaires ou complémentaires aléatoires,
DSN_Renumeration_Type,18,Heures supplémentaires structurelles,
DSN_Renumeration_Type,19,Heures d'activité partielle,
DSN_Renumeration_Type,20,Heures affectées à un travail d’aide à domicile de publics fragiles,
DSN_Renumeration_Type,21,[FP] Taux de rémunération de la situation administrative,
DSN_Renumeration_Type,22,[FP] Complément de traitement indiciaire (CTI),
DSN_Renumeration_Type,23,Jours de RTT monétisés,
DSN_Renumeration_Type,25,Heures correspondant à du chômage intempéries,
DSN_Renumeration_Type,28,Potentiel nouveau type de rémunération B,
DSN_Renumeration_Type,29,Potentiel nouveau type de rémunération C,
DSN_Renumeration_Type,30,Potentiel nouveau type de rémunération A,
DSN_Renumeration_Type,31,Potentiel nouveau type de rémunération D,
DSN_Renumeration_Type,32,Potentiel nouveau type de rémunération E,
DSN_Renumeration_Type,33,Valeur à ne pas utiliser. Sera supprimée en 2026,
CCN_Categorie,1,agriculteur salarié de son exploitation,
CCN_Categorie,2,artisan ou commerçant salarié de son entreprise,
CCN_Categorie,3,cadre dirigeant (votant au collège employeur des élections prud'homales),
CCN_Categorie,4,autres cadres au sens de la convention collective (ou du statut pour les régimes spéciaux),
CCN_Categorie,5,"profession intermédiaire (technicien, contremaître, agent de maîtrise, clergé)",
CCN_Categorie,6,"employé administratif d'entreprise, de commerce, agent de service",
CCN_Categorie,7,ouvriers qualifiés et non qualifiés y compris ouvriers agricoles,
CCN_Categorie,8,agent de la fonction publique d'Etat,
CCN_Categorie,9,agent de la fonction publique hospitalière,
CCN_Categorie,10,agent de la fonction publique territoriale,
DSN_Renum_AC,1,Salaire réel,
DSN_Renum_AC,2,Salaire de comparaison,
Type_erreurs_Regul_PAS,1,Rectification sur rémunération nette fiscale,
Type_erreurs_Regul_PAS,2,Rectification sur taux,
Type_erreurs_Regul_PAS,3,Cas d’indu avec rémunération nette fiscale du mois courant négative,
Type_erreurs_Regul_PAS,4,Rectification sur rémunération nette fiscale sans PAS,
Type_erreurs_PAS,1,Rectification sur montant net fiscal du revenu versé,
Type_erreurs_PAS,2,Rectification sur taux,
Type_erreurs_PAS,3,Cas d’indu avec montant net fiscal du mois courant négatif,
Type_erreurs_PAS,4,Rectification sur montant net fiscal du revenu versé sans PAS,
DSN_Code_Regime_Base_risque_vieillesse,120,retraite des agents des collectivités locales (CNRACL),
DSN_Code_Regime_Base_risque_vieillesse,121,pensions des ouvriers des établissements industriels de l'Etat (FSPOEIE),
DSN_Code_Regime_Base_risque_vieillesse,122,pensions civiles et militaires de retraite de l'Etat (SRE),
DSN_Code_Regime_Base_risque_vieillesse,134,régime spécial de la branche ferroviaire,
DSN_Code_Regime_Base_risque_vieillesse,135,régime spécial de la RATP,
DSN_Code_Regime_Base_risque_vieillesse,136,établissement des invalides de la marine (ENIM),
DSN_Code_Regime_Base_risque_vieillesse,137,mineurs ou assimilés (fonds Caisse des Dépôts),
DSN_Code_Regime_Base_risque_vieillesse,139,Banque de France,
DSN_Code_Regime_Base_risque_vieillesse,140,clercs et employés de notaires (CRPCEN),
DSN_Code_Regime_Base_risque_vieillesse,141,chambre de commerce et d'industrie de Paris,
DSN_Code_Regime_Base_risque_vieillesse,144,Assemblée Nationale,
DSN_Code_Regime_Base_risque_vieillesse,145,Sénat,
DSN_Code_Regime_Base_risque_vieillesse,147,régime spécial des industries électriques et gazières (CNIEG),
DSN_Code_Regime_Base_risque_vieillesse,149,régime des cultes (CAVIMAC),
DSN_Code_Regime_Base_risque_vieillesse,157,régime de retraite des avocats (CNBF),
DSN_Code_Regime_Base_risque_vieillesse,158,SEITA,
DSN_Code_Regime_Base_risque_vieillesse,159,Comédie Française,
DSN_Code_Regime_Base_risque_vieillesse,160,Opéra de Paris,
DSN_Code_Regime_Base_risque_vieillesse,200,régime général (CNAV),
DSN_Code_Regime_Base_risque_vieillesse,300,régime agricole (MSA),
DSN_Code_Regime_Base_risque_vieillesse,900,"autre régime (réservé Polynésie Française, Nouvelle Calédonie)",
DSN_Code_Regime_Base_risque_vieillesse,904,principauté de Monaco,
DSN_Code_Regime_Base_risque_vieillesse,905,Régime général pour la déclaration des individus de Mayotte affiliés à la CSSM,
DSN_Code_Regime_Base_risque_vieillesse,909,travailleur non assujetti à un régime de base risque vieillesse en France,
DSN_Code_Regime_Base_risque_vieillesse,999,cas particuliers d'affiliation,
AA_Categorie,1,cadre (article 4 et 4bis),
AA_Categorie,2,extension cadre pour retraite complémentaire,
AA_Categorie,4,non cadre,
AA_Categorie,98,retraite complémentaire ne définissant pas de statut cadre ou non-cadre,
AA_Categorie,99,pas de retraite complémentaire,
DSN_StatutBOETH,1,Travailleur reconnu handicapé par la commission des droits et de l'autonomie des personnes handicapées,
DSN_StatutBOETH,2,Victime d'accident du travail ou de maladie professionnelle ayant entraîné une incapacité permanente au moins égale à 10 % et titulaire d'une rente,
DSN_StatutBOETH,3,Titulaire d'une pension d'invalidité à condition que l'invalidité réduise au moins des deux tiers sa capacité de travail,
DSN_StatutBOETH,4,Bénéficiaire mentionné à l'article L.241-2 du Code des pensions militaires d'invalidité et des victimes de la guerre,
DSN_StatutBOETH,5,Bénéficiaire mentionné aux articles L.241-3 et L.241-4 du Code des pensions militaires d'invalidité et des victimes de la guerre,
DSN_StatutBOETH,6,Titulaire d'une allocation ou d'une rente d'invalidité dans les conditions définies par la Loi n°91-1389 du 31 décembre 1991,
DSN_StatutBOETH,7,"Titulaire de la carte ""mobilité inclusion"" portant la mention ""invalidité"" (L. 241-3 du Code de l'action sociale et des familles)",
DSN_StatutBOETH,8,Titulaire de l'allocation aux adultes handicapés,
DSN_StatutBOETH,9,Bénéficiaire mentionné aux articles L.241-5 et L.241-6 du Code des pensions militaires d'invalidité et des victimes de guerre,
DSN_StatutBOETH,10,Agent public reclassé (3ème alinéa de l'article L.323-5 du Code du travail),
DSN_StatutBOETH,11,Agent public bénéficiaire d'une allocation temporaire d'invalidité (4ème alinéa de l'article L.323-5 du Code du travail),
DSN_StatutBOETH,12,"Ayant droit à la prestation de compensation du handicap, à l'allocation compensatrice pour tierce personne ou à l'allocation d'éducation de l'enfant handicapé bénéficiant d'un stage (L.5212-7 du Code du travail)",
DSN_CasMiseDispositionExterneIndividuEtablissement,1,Individu en portage salarial,
DSN_CasMiseDispositionExterneIndividuEtablissement,2,Individu mis à disposition dans un établissement adhérent du groupement d'employeurs,
DSN_CasMiseDispositionExterneIndividuEtablissement,3,Individu d'une entreprise adaptée mis à disposition,
DSN_CasMiseDispositionExterneIndividuEtablissement,4,Individu d’une agence de mannequin mis à disposition,
DSN_CasMiseDispositionExterneIndividuEtablissement,5,Individu d’une entreprise de travail à temps partagé (ETTP) mis à disposition,
DSN_Envoi_Type,1,envoi normal,
DSN_Envoi_Type,2,envoi néant,
Travail_Modalite,10,Temps plein,
Travail_Modalite,20,Temps partiel,
Travail_Modalite,30,Temps alterné - personnel navigant de l'aéronautique civile,
Travail_Modalite,40,CPA 2004,
Travail_Modalite,41,Temps partiel de droit,
Travail_Modalite,42,Temps partiel de droit pour enfant,
Travail_Modalite,99,Salarié non concerné,
DSN_Sexe,1,masculin,
DSN_Sexe,2,féminin,
DSN_Version,P25V01,Année 2025 Version 1,
DSN_Version,P24V01,Année 2024 Version 1,
Point_Depot,1,Net-entreprises,
Point_Depot,2,MSA,
DSN_Declaration_Nature,1,DSN Mensuelle,
DSN_Declaration_Nature,4,Signalement Arrêt de travail,
DSN_Declaration_Nature,5,Signalement Reprise suite à arrêt de travail,
DSN_Declaration_Nature,7,Signalement Fin du contrat de travail Unique,
DSN_Declaration_Nature,8,Signalement Amorçage des données variables,
DSN_Declaration_Nature,9,DSN de substitution ,
DSN_Code_Reg_Retraite_Comp,RETA,Retraite complémentaire ARRCO,
DSN_Code_Reg_Retraite_Comp,RETC,Retraite complémentaire ARRCO et AGIRC,
DSN_Code_Reg_Retraite_Comp,RUAA,Régime unifié AGIRC-ARRCO,
DSN_Code_Reg_Retraite_Comp,CNBF,Caisse nationale des Barreaux Français,
DSN_Code_Reg_Retraite_Comp,CRPCEN,Clercs et employés de notaire,
DSN_Code_Reg_Retraite_Comp,CRPNPAC,Caisse de Retraite du Personnel Navigant Professionnel de l'Aéronautique Civile,
DSN_Code_Reg_Retraite_Comp,IRCANTEC,Institution de retraite complémentaire des agents non titulaires de l’État et des collectivités publiques,
DSN_Code_Reg_Retraite_Comp,90000,pas de régime complémentaire,
DSN_Declaration_Type,1,déclaration normale,
DSN_Declaration_Type,2,déclaration normale sans individu,
DSN_Declaration_Type,3,déclaration annule et remplace intégral,
DSN_Declaration_Type,4,déclaration annule,
DSN_Declaration_Type,5,annule et remplace sans individu,
DSN_Code_Base_Assujettie,2,Assiette  brute plafonnée,
DSN_Code_Base_Assujettie,3,Assiette brute déplafonnée,
DSN_Code_Base_Assujettie,4,Assiette de la contribution sociale généralisée,
DSN_Code_Base_Assujettie,5,Assiette du forfait social,
DSN_Code_Base_Assujettie,7,Assiette des contributions d'Assurance Chômage,
DSN_Code_Base_Assujettie,8,Assiette retraite CPRPF,
DSN_Code_Base_Assujettie,9,Assiette de compensation bilatérale maladie CPRPF,
DSN_Code_Base_Assujettie,10,Base brute fiscale,
DSN_Code_Base_Assujettie,11,Base forfaitaire soumise aux cotisations de Sécurité Sociale,
DSN_Code_Base_Assujettie,12,Assiette du crédit d'impôt compétitivité-emploi,
DSN_Code_Base_Assujettie,13,Assiette du forfait social à 8%,
DSN_Code_Base_Assujettie,14,Assiette du forfait social à 20%,
DSN_Code_Base_Assujettie,15,Assiette brute du régime spécial IEG,
DSN_Code_Base_Assujettie,16,Assiette brute du complément invalidité IEG,
DSN_Code_Base_Assujettie,17,Assiette brute du petit pool IEG,
DSN_Code_Base_Assujettie,18,Assiette brute plafonnée régime maladie IEG,
DSN_Code_Base_Assujettie,19,Assiette CRPCEN,
DSN_Code_Base_Assujettie,20,"Caisses de congés payés (CIBTP, Transport, Manutention portuaire) - Base brute de cotisations congés payés",
DSN_Code_Base_Assujettie,21,CIBTP - Base brute de cotisations OPPBTP permanents,
DSN_Code_Base_Assujettie,22,Base brute spécifique,
DSN_Code_Base_Assujettie,23,Base exceptionnelle (Agirc Arrco),
DSN_Code_Base_Assujettie,24,Base plafonnée spécifique,
DSN_Code_Base_Assujettie,25,Assiette de contribution libératoire,
DSN_Code_Base_Assujettie,27,Assiette Caisse de congés spectacles,
DSN_Code_Base_Assujettie,28,Base IRCANTEC cotisée,
DSN_Code_Base_Assujettie,31,"Eléments de cotisation Prévoyance, Santé, retraite supplémentaire",
DSN_Code_Base_Assujettie,33,Assiette Contribution sur les avantages de préretraite entreprise,
DSN_Code_Base_Assujettie,34,CIBTP - Base plafonnée de cotisations intempéries gros oeuvre travaux publics,
DSN_Code_Base_Assujettie,35,CIBTP - Base plafonnée de cotisations intempéries second oeuvre,
DSN_Code_Base_Assujettie,36,CIBTP - Base de cotisations dérogatoire Bâtiment,
DSN_Code_Base_Assujettie,38,Rémunération pour le calcul de la réduction Travailleur Occasionnel,
DSN_Code_Base_Assujettie,39,CIBTP - Base de cotisations dérogatoire Travaux Publics,
DSN_Code_Base_Assujettie,40,CIBTP - Base de cotisations dérogatoire Partenaires Bâtiment,
DSN_Code_Base_Assujettie,41,CRPNPAC-Assiette soumise au taux normal (non-plafonnée),
DSN_Code_Base_Assujettie,42,CRPNPAC-Assiette soumise au taux majoré (non-plafonnée),
DSN_Code_Base_Assujettie,43,Base plafonnée exceptionnelle Agirc Arrco,
DSN_Code_Base_Assujettie,44,Assiette du forfait social à 16%,
DSN_Code_Base_Assujettie,45,Base plafonnée ICP Agirc-Arrco,
DSN_Code_Base_Assujettie,46,[FP] SRE – Base brute pension civile et militaire,
DSN_Code_Base_Assujettie,47,[FP] SRE – Base brute accessoires pension civile et militaire,
DSN_Code_Base_Assujettie,48,[FP] CNRACL – Base brute avant abattement,
DSN_Code_Base_Assujettie,49,[FP] RAFP – Base brute avant abattement,
DSN_Code_Base_Assujettie,50,[FP] FSPOEIE - Base brute avant abattement,
DSN_Code_Base_Assujettie,52,Potentielle nouvelle base assujettie B,
DSN_Code_Base_Assujettie,53,Potentielle nouvelle base assujettie C,
DSN_Code_Base_Assujettie,54,Assiette du forfait social à 10%,
DSN_Code_Base_Assujettie,55,Assiette de pénibilité conventionnelle de la Manutention portuaire,
DSN_Code_Base_Assujettie,56,Potentielle nouvelle base assujettie A,
DSN_Code_Base_Assujettie,57,Assiette du versement mobilité,
DSN_Code_Base_Assujettie,59,Base contrat d’emploi pénitentiaire 1,
DSN_Code_Base_Assujettie,60,Base contrat d’emploi pénitentiaire 2,
DSN_Code_Base_Assujettie,61,Potentielle nouvelle base assujettie D,
DSN_Code_Base_Assujettie,62,Potentielle nouvelle base assujettie E,
DSN_Code_Base_Assujettie_Declare_Tort_1,2,Assiette brute plafonnée,
DSN_Code_Base_Assujettie_Declare_Tort_1,3,Assiette brute déplafonnée,
DSN_Code_Base_Assujettie_Declare_Tort_1,11,Base forfaitaire soumise aux cotisations de Sécurité Sociale,
RAC_Preavis,1,préavis effectué et payé,
RAC_Preavis,2,préavis non effectué et payé,
RAC_Preavis,3,préavis non effectué et non payé,
RAC_Preavis,10,préavis non effectué non payé dans le cadre d’un contrat de sécurisation professionnelle (CSP),
RAC_Preavis,50,préavis non effectué et payé dans le cadre d’un congé de reclassement,
RAC_Preavis,51,préavis non effectué et payé dans le cadre d’un congé de mobilité,
RAC_Preavis,60,Délai de prévenance ,
RAC_Preavis,61,préavis non effectué et non payé dans le cadre du parcours d’accompagnement personnalisé (PAP),
RAC_Preavis,90,pas de clause de préavis applicable,
N4DS_O_N,1,oui,
N4DS_O_N,2,non,
RAC_Rupture_Motif_DSN_phase_1,11,licenciement suite à liquidation judiciaire ou à redressement judiciaire,
RAC_Rupture_Motif_DSN_phase_1,12,licenciement suite à fermeture définitive de l'établissement,
RAC_Rupture_Motif_DSN_phase_1,14,licenciement pour motif économique,
RAC_Rupture_Motif_DSN_phase_1,15,licenciement pour fin de chantier ou d'opération,
RAC_Rupture_Motif_DSN_phase_1,20,licenciement pour autre motif,
RAC_Rupture_Motif_DSN_phase_1,25,autre fin de contrat pour motif économique,
RAC_Rupture_Motif_DSN_phase_1,26,rupture pour motif économique suite à l'acceptation d’un contrat de sécurisation professionnelle,
RAC_Rupture_Motif_DSN_phase_1,31,fin de contrat à durée déterminée ou fin d'accueil occasionnel,
RAC_Rupture_Motif_DSN_phase_1,32,fin de mission d'intérim,
RAC_Rupture_Motif_DSN_phase_1,33,rupture anticipée d’un CDD ou d’un contrat de mission en cas d’inaptitude physique constatée par le médecin du travail,
RAC_Rupture_Motif_DSN_phase_1,34,fin de période d'essai à l'initiative de l'employeur,
RAC_Rupture_Motif_DSN_phase_1,35,fin de période d'essai à l'initiative du salarié,
RAC_Rupture_Motif_DSN_phase_1,36,"rupture anticipée d'un CDD, d’un contrat de professionnalisation, d'un contrat d'apprentissage ou d’un contrat de mission à l'initiative de l'employeur",
RAC_Rupture_Motif_DSN_phase_1,37,"rupture anticipée d'un CDD, d’un contrat de professionnalisation, d'un contrat d'apprentissage ou d’un contrat de mission à l'initiative du salarié",
RAC_Rupture_Motif_DSN_phase_1,38,mise à la retraite par l'employeur,
RAC_Rupture_Motif_DSN_phase_1,39,départ à la retraite à l'initiative du salarié,
RAC_Rupture_Motif_DSN_phase_1,43,rupture conventionnelle,
RAC_Rupture_Motif_DSN_phase_1,58,prise d'acte de la rupture de contrat de travail,
RAC_Rupture_Motif_DSN_phase_1,59,démission,
RAC_Rupture_Motif_DSN_phase_1,65,décès de l'employeur ou internement / conduit à un licenciement autre motif,
RAC_Rupture_Motif_DSN_phase_1,66,décès de l’individu,
RAC_Rupture_Motif_DSN_phase_1,70,[FP] Révocation suite à abandon de poste,
RAC_Rupture_Motif_DSN_phase_1,71,[FP] Révocation suite à sanction pénale,
RAC_Rupture_Motif_DSN_phase_1,81,fin de contrat d'apprentissage,
RAC_Rupture_Motif_DSN_phase_1,82,résiliation judiciaire du contrat de travail,
RAC_Rupture_Motif_DSN_phase_1,83,rupture de contrat de travail ou d’un contrat de mission pour force majeure ou fait du prince,
RAC_Rupture_Motif_DSN_phase_1,84,"rupture d'un commun accord du CDD, d’un contrat de professionnalisation, du contrat d'apprentissage ou d’un contrat de mission",
RAC_Rupture_Motif_DSN_phase_1,85,fin de mandat,
RAC_Rupture_Motif_DSN_phase_1,86,licenciement convention CATS,
RAC_Rupture_Motif_DSN_phase_1,87,licenciement pour faute grave,
RAC_Rupture_Motif_DSN_phase_1,88,licenciement pour faute lourde,
RAC_Rupture_Motif_DSN_phase_1,89,licenciement pour force majeure,
RAC_Rupture_Motif_DSN_phase_1,91,licenciement pour inaptitude physique d'origine non professionnelle,
RAC_Rupture_Motif_DSN_phase_1,92,licenciement pour inaptitude physique d'origine  professionnelle,
RAC_Rupture_Motif_DSN_phase_1,93,licenciement suite à décision d'une autorité administrative,
RAC_Rupture_Motif_DSN_phase_1,94,rupture anticipée du contrat de travail pour arrêt de tournage,
RAC_Rupture_Motif_DSN_phase_1,95,rupture anticipée du contrat de travail ou d’un contrat de mission pour faute grave,
RAC_Rupture_Motif_DSN_phase_1,96,rupture anticipée du contrat de travail ou d’un contrat de mission pour faute lourde,
RAC_Rupture_Motif_DSN_phase_1,97,rupture anticipée d’un contrat de travail ou d’un contrat de mission suite à fermeture de l'établissement,
RAC_Rupture_Motif_DSN_phase_1,98,retrait d'enfant,
RAC_Rupture_Motif_DSN_phase_1,99,Annulation,
RAC_Rupture_Motif_DSN_phase_1,100,"Mutation au sein du même groupe ou extérieure au groupe pour les secteurs d’activité autorisés (gardiennage, ménage, restauration, etc.) sans rupture du contrat",
RAC_Rupture_Motif_DSN_phase_1,110,Rupture conventionnelle collective,
RAC_Rupture_Motif_DSN_phase_1,111,Rupture amiable dans le cadre d’un congé de mobilité,
RAC_Rupture_Motif_DSN_phase_1,112,Rupture dans le cadre d'un accord de performance collective,
RAC_Rupture_Motif_DSN_phase_1,113,Licenciement pour motif spécifique (Article L. 2254-2 du Code du Travail),
RAC_Rupture_Motif_DSN_phase_1,114,Rupture d’un commun accord pour entrée en PAP,
RAC_Rupture_Motif_DSN_phase_1,115,Licenciement au titre des articles 18 et 19 de la loi n° 2017-1339 du 15 septembre 2017,
RAC_Rupture_Motif_DSN_phase_1,116,Fin de ligne de service ,
RAC_Rupture_Motif_DSN_phase_1,117,licenciement pour motif économique suite au refus d’un contrat de sécurisation professionnelle,
RAC_Rupture_Motif_DSN_phase_1,118,Fin de contrat d’appui au projet d’entreprise,
RAC_Rupture_Motif_DSN_phase_1,119,Fin d'affectation,
RAC_Rupture_Motif_DSN_phase_1,998,transfert du contrat de travail sans rupture du contrat vers un autre établissement pas rentré dans la DSN,
RAC_Rupture_Motif_DSN_phase_1,999,"fin de relation avec l’employeur (autres que contrat de travail, convention ou mandat)",
DSN_TypeUniteMesure,10,heure,
DSN_TypeUniteMesure,12,journée,
DSN_TypeUniteMesure,20,forfait jour,
DSN_TypeUniteMesure,21,forfait heure,
