code;libellé;date de début de validité;date de fin de validité;25/09/2024
3127;Auxiliaire de puériculture de classe exceptionnelle e5;01/01/1999;
3128;Aide médico-psychologique de classe normale e3;01/01/1999;
3129;Aide médico-psychologique de classe supérieure e4;01/01/1999;
3130;Aide médico-psychologique de classe exceptionnelle e5;01/01/1999;
3132;Aide de pharmacie de classe supérieure e4 (cadre d'extinction);31/10/2001;01/01/2017
3133;Aide de laboratoire de classe supérieure e4 (cadre d'extinction);31/10/2001;01/01/2017
3141;Aide de pharmacie de classe normale e3 (cadre d'extinction);31/10/2001;01/01/2017
3143;Aide de laboratoire de classe normale e3 (cadre d'extinction);31/10/2001;01/01/2017
3150;Aide de laboratoire de classe normale (cadre d'extinction);01/01/2017;
3152;Aide de laboratoire de classe supérieure (cadre d'extinction);01/01/2017;
3153;Aide de pharmacie de classe normale (cadre d'extinction);01/01/2017;
3155;Aide de pharmacie de classe supérieure (cadre d'extinction);01/01/2017;
3156;Aide d'électroradiologie de classe normale (cadre d'extinction);01/01/2017;
3157;Aide d'électroradiologie de classe supérieure (cadre d'extinction);01/01/2017;
3165;Aide d'électroradiologie de classe normale e3 (cadre d'extinction);31/10/2001;01/01/2017
3166;Aide d'électroradiologie de classe supérieure e4 (cadre d'extinction);31/10/2001;01/01/2017
3251;Agent des services hospitaliers qualifié ( r );27/02/2006;25/06/2007
3256;Agent des services hospitaliers qualifié de classe normale;25/06/2007;01/01/2017
3257;Agent des services hospitaliers qualifié de classe supérieure;28/12/2014;01/01/2017
3258;Agent des services hospitaliers qualifié de classe supérieure;01/01/2017;01/01/2022
3259;Agent des services hospitaliers qualifié de classe normale;01/01/2017;01/01/2022
3300;Aide-soignant de classe normale de catégorie B;01/10/2021;
3301;Aide-soignant de classe supérieure de catégorie B;01/10/2021;
3302;Auxiliaire de puériculture de classe normale de catégorie B;01/10/2021;
3303;Auxiliaire de puériculture de classe supérieure de catégorie B;01/10/2021;
3310;Accompagnant éducatif et social;01/01/2022;
3311;Accompagnant éducatif et social principal;01/01/2022;
3312;Agent des services hospitaliers qualifié de la classe normale;01/01/2022;
3313;Agent des services hospitaliers qualifié de classe supérieure;01/01/2022;
4103;Agent chef de 1ère catégorie;11/11/2001;25/06/2007
4104;Agent chef de classe exceptionnelle;25/06/2007;30/06/2011
4107;Agent chef de 2ème catégorie;11/11/2001;25/06/2007
4108;Agent chef de 1ère catégorie;25/06/2007;30/06/2011
4109;Agent chef de 2ème catégorie;25/06/2007;30/06/2011
4110;Agent de maîtrise;01/01/2017;
4112;Contremaître principal;01/08/1990;08/08/2007
4114;Agent de maîtrise principal;01/01/2017;
4115;Agent de maîtrise e5;08/08/2007;01/01/2017
4116;Agent de maîtrise principal e6;08/08/2007;01/01/2017
4122;Contremaître e5;01/08/1990;08/08/2007
4132;Agent technique d'entretien e5;01/11/2006;08/08/2007
4133;Agent technique d'entretien principal e6;01/11/2006;08/08/2007
4142;Chef de garage e5;01/11/2006;08/08/2007
4145;Chef de garage principal e6;01/11/2006;08/08/2007
4200;Agent d'entretien qualifié;01/01/2017;
4202;Maître ouvrier e5;01/11/2006;08/08/2007
4203;Ouvrier principal de 2ème classe;01/01/2017;
4205;Ouvrier principal de 1ère classe;01/01/2017;
4207;Maître ouvrier e5;08/08/2007;01/01/2017
4222;Maître ouvrier principal e6;01/11/2006;08/08/2007
4223;Maître ouvrier principal e6;08/08/2007;01/01/2017
4301;Ouvrier professionnel spécialisé;01/08/1990;
4302;Ouvrier professionnel qualifié;01/08/1990;25/06/2007
4304;Ouvrier professionnel qualifié e4;25/06/2007;01/01/2017
4306;Buandier spécialisé;01/08/1990;
4307;Buandier qualifié;01/08/1990;25/06/2007
4309;Buandier qualifié e4;25/06/2007;01/01/2017
4323;Conducteur ambulancier de 2ème catégorie e4;01/11/2006;01/01/2017
4324;Conducteur ambulancier de 1ère catégorie e5;01/11/2006;01/01/2017
4326;Conducteur d'automobile de 1ère catégorie e3;27/02/2006;
4327;Conducteur d'automobile hors catégorie e4;27/02/2006;25/06/2007
4328;Conducteur ambulancier hors catégorie e6;01/11/2006;01/01/2017
4330;Conducteur ambulancier;01/01/2017;01/01/2023
4338;Ambulancier;01/01/1900;
4339;Ambulancier principal;01/01/1900;
4340;Conducteur ambulancier principal;01/01/2017;01/01/2023
4342;Agent de service mortuaire et de désinfection de 2ème catégorie;11/11/2001;
4343;Agent de service mortuaire et de désinfection de 1ère catégorie;11/11/2001;25/06/2007
4348;Agent de service mortuaire et de désinfection de 1ère catégorie e4 (cadre d'extinction);25/06/2007;01/01/2017
4433;Agent d'entretien qualifié;27/02/2006;08/08/2007
4437;Agent d'entretien qualifié e3;08/08/2007;01/01/2017
5171;Directeur de crih - circulaire 1986;01/01/1986;
5176;Responsable d'exploitation - circulaire 1986;01/01/1986;
5179;Spécialiste en organisation ou technicien en organisation - circulaire 1986;01/01/1986;
5182;Chef de projet - circulaire 1986;01/01/1986;
5183;Chef de projet en organisation - circulaire 1986;01/01/1986;
5185;Ingénieur en organisation - circulaire 1986;01/01/1986;
5272;Analyste - circulaire 1986;01/01/1986;
5274;Chef de salle - circulaire 1986;01/01/1986;
5276;Gestionnaire de réseau - circulaire 1986;01/01/1986;
5277;Technicien de maintenance ou imputeur de maintenance - circulaire 1986;01/01/1986;
5279;Ingénieur système - circulaire 1986;01/01/1986;
5315;Analyste programmeur - circulaire 1986;01/01/1986;
5326;Programmeur système - circulaire 1986;01/01/1986;
5327;Programmeur - circulaire 1986;01/01/1986;
5328;Pupitreur - circulaire 1986;01/01/1986;
5329;Préparateur de travaux - circulaire 1986;01/01/1986;
5372;Chef de centre informatique, hopitaux - de 1000 lits - circulaire 1986;01/01/1986;
5580;Responsable en organisation chr - circulaire 1986;01/01/1986;
5610;Radiophysicien classe I;25/03/1991;01/07/2007
5620;Radiophysicien classe II;25/03/1991;01/07/2007
5630;Radiophysicien chef d 'unité;25/03/1991;01/07/2007
5640;Radiophysicien;01/07/2007;
5710;Ingénieur subdivisionnaire;01/01/1990;25/06/2007
5715;Ingénieur hospitalier;25/06/2007;01/02/2024
5716;Ingénieur;01/02/2024;
5720;Ingénieur en chef;01/01/1990;25/06/2007
5725;Ingénieur hospitalier principal;25/06/2007;01/02/2024
5726;Ingénieur principal;01/02/2024;
5730;Ingénieur en chef de 1ère catégorie seconde classe;01/01/1990;25/06/2007
5735;Ingénieur hospitalier en chef de classe normale;25/06/2007;01/02/2024
5736;Ingénieur hors classe;01/02/2024;
5740;Ingénieur en chef de 1ère catégorie première classe;01/01/1990;25/06/2007
5745;Ingénieur hospitalier en chef de classe exceptionnelle;25/06/2007;01/02/2024
5746;Ingénieur en chef;01/02/2024;
5750;Ingénieur en chef de 1ère catégorie hors classe;01/01/1990;25/06/2007
5755;Ingénieur en chef hors classe;01/02/2024;
5756;Ingénieur en chef de classe exceptionnelle;01/02/2024;
5760;Ingénieur général;25/06/2007;01/02/2024
5765;Ingénieur général;01/02/2024;
5845;Technicien supérieur hospitalier;29/12/2003;30/06/2011
5846;Technicien hospitalier;30/06/2011;
5855;Technicien supérieur hospitalier principal;29/12/2003;30/06/2011
5856;Technicien supérieur hospitalier de 2ème classe;30/06/2011;
5865;Technicien supérieur hospitalier chef;29/12/2003;30/06/2011
5866;Technicien supérieur hospitalier de 1ère classe;30/06/2011;
5910;Dessinateur e4;01/11/2006;01/01/2017
5916;Dessinateur (cadre d'extinction);01/01/2017;
5920;Dessinateur chef de groupe e5;01/11/2006;01/01/2017
5926;Dessinateur principal (cadre d'extinction);01/01/2017;
5930;Dessinateur principal e6;01/11/2006;01/01/2017
6012;Psychologue de classe normale;01/08/1996;
6013;Psychologue hors classe;01/08/1996;
13Z0;Aumônier;01/01/2017;
42Z0;Buandier AEQ;01/01/2017;
42Z3;Buandier principal de 2ème classe;01/01/2017;
42Z5;Buandier principal de 1ère classe;01/01/2017;
43Z8;Agent de service mortuaire et de désinfection de 1ère catégorie (cadre d'extinction);01/01/2017;
ADM1;Autre personnel administratif;01/01/1900;
D100;Famille d'accueil;01/01/1900;
D200;Apprenti;01/01/1900;
D300;Contrat d'insertion rma;01/01/2003;20/10/2008
D301;Contrat emploi jeune;01/01/1997;31/12/2002
D310;Contrat d'accompagnement dans l'emploi (cae);01/01/2005;01/01/2010
D320;Contrat d'avenir (cav);01/01/2005;20/10/2008
D330;Contrat aidé départemental;20/10/2008;
D340;Contrat aidé expérimental;20/10/2008;
D350;Contrat unique d'insertion;20/10/2008;
D360;Contrat d'avenir;02/11/2012;
D400;Formateur occasionnel;01/01/1900;
D500;Assistante maternelle;01/01/1900;
D550;Travailleur handicapé c.a.t;01/01/1900;
D820;Contrat emploi solidarité (ces);01/01/1990;01/01/2010
D821;Contrat emploi consolidé (cec);01/01/1992;01/01/2010
D830;Contrat retour à l'emploi;01/01/1990;01/01/2010
D999;Autre contrat aidé (service civique);01/01/1900;
DIR1;Autre personnel de direction;01/01/1900;
E100;Etudiant en soins infirmiers;01/01/1900;
E201;Etudiant sage-femme;01/01/1900;10/10/2016
E202;Etudiant sage-femme premier cycle;10/10/2016;
E300;Elève manipulateur d'électroradiologie médicale;01/01/1900;
E301;Elève ergothérapeute;01/01/1900;
E302;Elève masseur-kinésithérapeute;01/01/1900;
ECO1;Autre personnel des écoles;01/01/1900;
INF1;Autre personnel informaticien;01/01/1900;
MED1;Autre personnel des services soignants;01/01/1900;
MED2;Autre personnel des services médico-techniques;01/01/1900;
OUV1;Autre personnel ouvrier;01/01/1900;
REE1;Autre personnel de rééducation;01/01/1900;
SAG1;Autre personnel sage-femme;01/01/1900;
SOC1;Autre personnel socio-éducatif;01/01/1900;
TEC1;Autre personnel des services techniques;01/01/1900;
